Year,Month,Month_Year_State,State,Type_severity
2018,12,12-2018-WA,WA,Rain-Light
2019,1,1-2019-AZ,AZ,Rain-Light
2019,1,1-2019-CA,CA,Rain-Light
2019,1,1-2019-CO,CO,Snow-Light
2019,1,1-2019-FL,FL,Rain-Light
2019,1,1-2019-GA,GA,Rain-Light
2019,1,1-2019-IL,IL,Snow-Light
2019,1,1-2019-MA,MA,Rain-Light
2019,1,1-2019-NY,NY,Snow-Light
2019,1,1-2019-PA,PA,Snow-Light
2019,1,1-2019-TN,TN,Rain-Light
2019,1,1-2019-TX,TX,Rain-Light
2019,1,1-2019-WA,WA,Rain-Light
2019,2,2-2019-AZ,AZ,Rain-Light
2019,2,2-2019-CA,CA,Rain-Light
2019,2,2-2019-CO,CO,Snow-Light
2019,2,2-2019-FL,FL,Rain-Light
2019,2,2-2019-GA,GA,Rain-Light
2019,2,2-2019-IL,IL,Rain-Light
2019,2,2-2019-MA,MA,Rain-Light
2019,2,2-2019-NY,NY,Snow-Light
2019,2,2-2019-PA,PA,Rain-Light
2019,2,2-2019-TN,TN,Rain-Light
2019,2,2-2019-TX,TX,Rain-Light
2019,2,2-2019-WA,WA,Snow-Light
2019,3,3-2019-AZ,AZ,Rain-Light
2019,3,3-2019-CA,CA,Rain-Light
2019,3,3-2019-CO,CO,Snow-Light
2019,3,3-2019-FL,FL,Rain-Light
2019,3,3-2019-GA,GA,Rain-Light
2019,3,3-2019-IL,IL,Rain-Light
2019,3,3-2019-MA,MA,Rain-Light
2019,3,3-2019-NY,NY,Snow-Light
2019,3,3-2019-PA,PA,Rain-Light
2019,3,3-2019-TN,TN,Rain-Light
2019,3,3-2019-TX,TX,Rain-Light
2019,3,3-2019-WA,WA,Rain-Light
2019,4,4-2019-AZ,AZ,Rain-Light
2019,4,4-2019-CA,CA,Rain-Light
2019,4,4-2019-CO,CO,Rain-Light
2019,4,4-2019-FL,FL,Rain-Light
2019,4,4-2019-GA,GA,Rain-Light
2019,4,4-2019-IL,IL,Rain-Light
2019,4,4-2019-MA,MA,Rain-Light
2019,4,4-2019-NY,NY,Rain-Light
2019,4,4-2019-PA,PA,Rain-Light
2019,4,4-2019-TN,TN,Rain-Light
2019,4,4-2019-TX,TX,Rain-Light
2019,4,4-2019-WA,WA,Rain-Light
2019,5,5-2019-AZ,AZ,Rain-Light
2019,5,5-2019-CA,CA,Rain-Light
2019,5,5-2019-CO,CO,Rain-Light
2019,5,5-2019-FL,FL,Rain-Light
2019,5,5-2019-GA,GA,Rain-Light
2019,5,5-2019-IL,IL,Rain-Light
2019,5,5-2019-MA,MA,Rain-Light
2019,5,5-2019-NY,NY,Rain-Light
2019,5,5-2019-PA,PA,Rain-Light
2019,5,5-2019-TN,TN,Rain-Light
2019,5,5-2019-TX,TX,Rain-Light
2019,5,5-2019-WA,WA,Rain-Light
2019,6,6-2019-AZ,AZ,Rain-Light
2019,6,6-2019-CA,CA,Fog-Moderate
2019,6,6-2019-CO,CO,Rain-Light
2019,6,6-2019-FL,FL,Rain-Light
2019,6,6-2019-GA,GA,Rain-Light
2019,6,6-2019-IL,IL,Rain-Light
2019,6,6-2019-MA,MA,Rain-Light
2019,6,6-2019-NY,NY,Rain-Light
2019,6,6-2019-PA,PA,Rain-Light
2019,6,6-2019-TN,TN,Rain-Light
2019,6,6-2019-TX,TX,Rain-Light
2019,6,6-2019-WA,WA,Rain-Light
2019,7,7-2019-AZ,AZ,Rain-Light
2019,7,7-2019-CA,CA,Fog-Moderate
2019,7,7-2019-CO,CO,Rain-Light
2019,7,7-2019-FL,FL,Rain-Light
2019,7,7-2019-GA,GA,Rain-Light
2019,7,7-2019-IL,IL,Rain-Light
2019,7,7-2019-MA,MA,Rain-Light
2019,7,7-2019-NY,NY,Rain-Light
2019,7,7-2019-PA,PA,Rain-Light
2019,7,7-2019-TN,TN,Rain-Light
2019,7,7-2019-TX,TX,Rain-Light
2019,7,7-2019-WA,WA,Rain-Light
2019,8,8-2019-AZ,AZ,Rain-Light
2019,8,8-2019-CA,CA,Fog-Severe
2019,8,8-2019-CO,CO,Rain-Light
2019,8,8-2019-FL,FL,Rain-Light
2019,8,8-2019-GA,GA,Rain-Light
2019,8,8-2019-IL,IL,Rain-Light
2019,8,8-2019-MA,MA,Fog-Severe
2019,8,8-2019-NY,NY,Rain-Light
2019,8,8-2019-PA,PA,Rain-Light
2019,8,8-2019-TN,TN,Rain-Light
2019,8,8-2019-TX,TX,Rain-Light
2019,8,8-2019-WA,WA,Rain-Light
2019,9,9-2019-AZ,AZ,Rain-Light
2019,9,9-2019-CA,CA,Fog-Severe
2019,9,9-2019-CO,CO,Rain-Light
2019,9,9-2019-FL,FL,Rain-Light
2019,9,9-2019-GA,GA,Fog-Severe
2019,9,9-2019-IL,IL,Rain-Light
2019,9,9-2019-MA,MA,Fog-Severe
2019,9,9-2019-NY,NY,Rain-Light
2019,9,9-2019-PA,PA,Rain-Light
2019,9,9-2019-TN,TN,Fog-Severe
2019,9,9-2019-TX,TX,Rain-Light
2019,9,9-2019-WA,WA,Rain-Light
2019,10,10-2019-AZ,AZ,Fog-Moderate
2019,10,10-2019-CA,CA,Fog-Moderate
2019,10,10-2019-CO,CO,Snow-Light
2019,10,10-2019-FL,FL,Rain-Light
2019,10,10-2019-GA,GA,Rain-Light
2019,10,10-2019-IL,IL,Rain-Light
2019,10,10-2019-MA,MA,Rain-Light
2019,10,10-2019-NY,NY,Rain-Light
2019,10,10-2019-PA,PA,Rain-Light
2019,10,10-2019-TN,TN,Rain-Light
2019,10,10-2019-TX,TX,Rain-Light
2019,10,10-2019-WA,WA,Rain-Light
2019,11,11-2019-AZ,AZ,Rain-Light
2019,11,11-2019-CA,CA,Fog-Severe
2019,11,11-2019-CO,CO,Snow-Light
2019,11,11-2019-FL,FL,Rain-Light
2019,11,11-2019-GA,GA,Rain-Light
2019,11,11-2019-IL,IL,Rain-Light
2019,11,11-2019-MA,MA,Rain-Light
2019,11,11-2019-NY,NY,Rain-Light
2019,11,11-2019-PA,PA,Rain-Light
2019,11,11-2019-TN,TN,Rain-Light
2019,11,11-2019-TX,TX,Rain-Light
2019,11,11-2019-WA,WA,Fog-Severe
2019,12,12-2019-AZ,AZ,Rain-Light
2019,12,12-2019-CA,CA,Rain-Light
2019,12,12-2019-CO,CO,Snow-Light
2019,12,12-2019-FL,FL,Rain-Light
2019,12,12-2019-GA,GA,Rain-Light
2019,12,12-2019-IL,IL,Rain-Light
2019,12,12-2019-MA,MA,Rain-Light
2019,12,12-2019-NY,NY,Snow-Light
2019,12,12-2019-PA,PA,Rain-Light
2019,12,12-2019-TN,TN,Rain-Light
2019,12,12-2019-TX,TX,Fog-Severe
2019,12,12-2019-WA,WA,Rain-Light
2020,1,1-2020-AZ,AZ,Rain-Light
2020,1,1-2020-CA,CA,Fog-Severe
2020,1,1-2020-CO,CO,Snow-Light
2020,1,1-2020-FL,FL,Rain-Light
2020,1,1-2020-GA,GA,Rain-Light
2020,1,1-2020-IL,IL,Rain-Light
2020,1,1-2020-MA,MA,Rain-Light
2020,1,1-2020-NY,NY,Snow-Light
2020,1,1-2020-PA,PA,Rain-Light
2020,1,1-2020-TN,TN,Rain-Light
2020,1,1-2020-TX,TX,Rain-Light
2020,1,1-2020-WA,WA,Rain-Light
2020,2,2-2020-AZ,AZ,Rain-Light
2020,2,2-2020-CA,CA,Fog-Severe
2020,2,2-2020-CO,CO,Snow-Light
2020,2,2-2020-FL,FL,Rain-Light
2020,2,2-2020-GA,GA,Rain-Light
2020,2,2-2020-IL,IL,Rain-Light
2020,2,2-2020-MA,MA,Rain-Light
2020,2,2-2020-NY,NY,Snow-Light
2020,2,2-2020-PA,PA,Rain-Light
2020,2,2-2020-TN,TN,Rain-Light
2020,2,2-2020-TX,TX,Rain-Light
2020,2,2-2020-WA,WA,Rain-Light
2020,3,3-2020-AZ,AZ,Rain-Light
2020,3,3-2020-CA,CA,Rain-Light
2020,3,3-2020-CO,CO,Snow-Light
2020,3,3-2020-FL,FL,Fog-Severe
2020,3,3-2020-GA,GA,Rain-Light
2020,3,3-2020-IL,IL,Rain-Light
2020,3,3-2020-MA,MA,Rain-Light
2020,3,3-2020-NY,NY,Rain-Light
2020,3,3-2020-PA,PA,Rain-Light
2020,3,3-2020-TN,TN,Rain-Light
2020,3,3-2020-TX,TX,Rain-Light
2020,3,3-2020-WA,WA,Rain-Light
2020,4,4-2020-AZ,AZ,Rain-Light
2020,4,4-2020-CA,CA,Rain-Light
2020,4,4-2020-CO,CO,Snow-Light
2020,4,4-2020-FL,FL,Rain-Light
2020,4,4-2020-GA,GA,Rain-Light
2020,4,4-2020-IL,IL,Rain-Light
2020,4,4-2020-MA,MA,Rain-Light
2020,4,4-2020-NY,NY,Rain-Light
2020,4,4-2020-PA,PA,Rain-Light
2020,4,4-2020-TN,TN,Rain-Light
2020,4,4-2020-TX,TX,Rain-Light
2020,4,4-2020-WA,WA,Rain-Light
2020,5,5-2020-AZ,AZ,Fog-Moderate
2020,5,5-2020-CA,CA,Rain-Light
2020,5,5-2020-CO,CO,Rain-Light
2020,5,5-2020-FL,FL,Rain-Light
2020,5,5-2020-GA,GA,Rain-Light
2020,5,5-2020-IL,IL,Rain-Light
2020,5,5-2020-MA,MA,Rain-Light
2020,5,5-2020-NY,NY,Rain-Light
2020,5,5-2020-PA,PA,Rain-Light
2020,5,5-2020-TN,TN,Rain-Light
2020,5,5-2020-TX,TX,Rain-Light
2020,5,5-2020-WA,WA,Rain-Light
2020,6,6-2020-AZ,AZ,Fog-Moderate
2020,6,6-2020-CA,CA,Fog-Moderate
2020,6,6-2020-CO,CO,Rain-Light
2020,6,6-2020-FL,FL,Rain-Light
2020,6,6-2020-GA,GA,Rain-Light
2020,6,6-2020-IL,IL,Rain-Light
2020,6,6-2020-MA,MA,Fog-Severe
2020,6,6-2020-NY,NY,Rain-Light
2020,6,6-2020-PA,PA,Rain-Light
2020,6,6-2020-TN,TN,Rain-Light
2020,6,6-2020-TX,TX,Rain-Light
2020,6,6-2020-WA,WA,Rain-Light
2020,7,7-2020-AZ,AZ,Cold-Severe
2020,7,7-2020-CA,CA,Fog-Moderate
2020,7,7-2020-CO,CO,Rain-Light
2020,7,7-2020-FL,FL,Rain-Light
2020,7,7-2020-GA,GA,Rain-Light
2020,7,7-2020-IL,IL,Rain-Light
2020,7,7-2020-MA,MA,Fog-Severe
2020,7,7-2020-NY,NY,Rain-Light
2020,7,7-2020-PA,PA,Rain-Light
2020,7,7-2020-TN,TN,Rain-Light
2020,7,7-2020-TX,TX,Rain-Light
2020,7,7-2020-WA,WA,Rain-Light
2020,8,8-2020-AZ,AZ,Rain-Light
2020,8,8-2020-CA,CA,Fog-Moderate
2020,8,8-2020-CO,CO,Rain-Light
2020,8,8-2020-FL,FL,Rain-Light
2020,8,8-2020-GA,GA,Rain-Light
2020,8,8-2020-IL,IL,Rain-Light
2020,8,8-2020-MA,MA,Fog-Severe
2020,8,8-2020-NY,NY,Rain-Light
2020,8,8-2020-PA,PA,Rain-Light
2020,8,8-2020-TN,TN,Rain-Light
2020,8,8-2020-TX,TX,Rain-Light
2020,8,8-2020-WA,WA,Rain-Light
2020,9,9-2020-AZ,AZ,Fog-Moderate
2020,9,9-2020-CA,CA,Fog-Moderate
2020,9,9-2020-CO,CO,Rain-Light
2020,9,9-2020-FL,FL,Rain-Light
2020,9,9-2020-GA,GA,Rain-Light
2020,9,9-2020-IL,IL,Rain-Light
2020,9,9-2020-MA,MA,Fog-Severe
2020,9,9-2020-NY,NY,Rain-Light
2020,9,9-2020-PA,PA,Rain-Light
2020,9,9-2020-TN,TN,Rain-Light
2020,9,9-2020-TX,TX,Rain-Light
2020,9,9-2020-WA,WA,Fog-Severe
2020,10,10-2020-AZ,AZ,Fog-Moderate
2020,10,10-2020-CA,CA,Fog-Moderate
2020,10,10-2020-CO,CO,Snow-Light
2020,10,10-2020-FL,FL,Rain-Light
2020,10,10-2020-GA,GA,Rain-Light
2020,10,10-2020-IL,IL,Rain-Light
2020,10,10-2020-MA,MA,Rain-Light
2020,10,10-2020-NY,NY,Rain-Light
2020,10,10-2020-PA,PA,Rain-Light
2020,10,10-2020-TN,TN,Fog-Severe
2020,10,10-2020-TX,TX,Rain-Light
2020,10,10-2020-WA,WA,Rain-Light
2020,11,11-2020-AZ,AZ,Cold-Severe
2020,11,11-2020-CA,CA,Fog-Severe
2020,11,11-2020-CO,CO,Snow-Light
2020,11,11-2020-FL,FL,Rain-Light
2020,11,11-2020-GA,GA,Rain-Light
2020,11,11-2020-IL,IL,Rain-Light
2020,11,11-2020-MA,MA,Rain-Light
2020,11,11-2020-NY,NY,Rain-Light
2020,11,11-2020-PA,PA,Rain-Light
2020,11,11-2020-TN,TN,Fog-Severe
2020,11,11-2020-TX,TX,Rain-Light
2020,11,11-2020-WA,WA,Rain-Light
2020,12,12-2020-AZ,AZ,Cold-Severe
2020,12,12-2020-CA,CA,Fog-Severe
2020,12,12-2020-CO,CO,Snow-Light
2020,12,12-2020-FL,FL,Rain-Light
2020,12,12-2020-GA,GA,Rain-Light
2020,12,12-2020-IL,IL,Rain-Light
2020,12,12-2020-MA,MA,Rain-Light
2020,12,12-2020-NY,NY,Snow-Light
2020,12,12-2020-PA,PA,Snow-Light
2020,12,12-2020-TN,TN,Rain-Light
2020,12,12-2020-TX,TX,Rain-Light
2020,12,12-2020-WA,WA,Rain-Light
2021,1,1-2021-AZ,AZ,Rain-Light
2021,1,1-2021-CA,CA,Rain-Light
2021,1,1-2021-CO,CO,Snow-Light
2021,1,1-2021-FL,FL,Rain-Light
2021,1,1-2021-GA,GA,Rain-Light
2021,1,1-2021-IL,IL,Snow-Light
2021,1,1-2021-MA,MA,Snow-Light
2021,1,1-2021-NY,NY,Snow-Light
2021,1,1-2021-PA,PA,Snow-Light
2021,1,1-2021-TN,TN,Rain-Light
2021,1,1-2021-TX,TX,Rain-Light
2021,1,1-2021-WA,WA,Rain-Light
2021,2,2-2021-AZ,AZ,Cold-Severe
2021,2,2-2021-CA,CA,Fog-Severe
2021,2,2-2021-CO,CO,Snow-Light
2021,2,2-2021-FL,FL,Rain-Light
2021,2,2-2021-GA,GA,Rain-Light
2021,2,2-2021-IL,IL,Snow-Light
2021,2,2-2021-MA,MA,Snow-Light
2021,2,2-2021-NY,NY,Snow-Light
2021,2,2-2021-PA,PA,Snow-Light
2021,2,2-2021-TN,TN,Rain-Light
2021,2,2-2021-TX,TX,Fog-Severe
2021,2,2-2021-WA,WA,Rain-Light
2021,3,3-2021-AZ,AZ,Rain-Light
2021,3,3-2021-CA,CA,Rain-Light
2021,3,3-2021-CO,CO,Snow-Light
2021,3,3-2021-FL,FL,Rain-Light
2021,3,3-2021-GA,GA,Rain-Light
2021,3,3-2021-IL,IL,Rain-Light
2021,3,3-2021-MA,MA,Rain-Light
2021,3,3-2021-NY,NY,Rain-Light
2021,3,3-2021-PA,PA,Rain-Light
2021,3,3-2021-TN,TN,Rain-Light
2021,3,3-2021-TX,TX,Rain-Light
2021,3,3-2021-WA,WA,Rain-Light
2021,4,4-2021-AZ,AZ,Rain-Light
2021,4,4-2021-CA,CA,Fog-Moderate
2021,4,4-2021-CO,CO,Snow-Light
2021,4,4-2021-FL,FL,Rain-Light
2021,4,4-2021-GA,GA,Rain-Light
2021,4,4-2021-IL,IL,Rain-Light
2021,4,4-2021-MA,MA,Rain-Light
2021,4,4-2021-NY,NY,Rain-Light
2021,4,4-2021-PA,PA,Rain-Light
2021,4,4-2021-TN,TN,Rain-Light
2021,4,4-2021-TX,TX,Rain-Light
2021,4,4-2021-WA,WA,Rain-Light
2021,5,5-2021-AZ,AZ,Fog-Moderate
2021,5,5-2021-CA,CA,Fog-Moderate
2021,5,5-2021-CO,CO,Rain-Light
2021,5,5-2021-FL,FL,Rain-Light
2021,5,5-2021-GA,GA,Rain-Light
2021,5,5-2021-IL,IL,Rain-Light
2021,5,5-2021-MA,MA,Rain-Light
2021,5,5-2021-NY,NY,Rain-Light
2021,5,5-2021-PA,PA,Rain-Light
2021,5,5-2021-TN,TN,Rain-Light
2021,5,5-2021-TX,TX,Rain-Light
2021,5,5-2021-WA,WA,Rain-Light
2021,6,6-2021-AZ,AZ,Rain-Light
2021,6,6-2021-CA,CA,Fog-Severe
2021,6,6-2021-CO,CO,Rain-Light
2021,6,6-2021-FL,FL,Rain-Light
2021,6,6-2021-GA,GA,Rain-Light
2021,6,6-2021-IL,IL,Rain-Light
2021,6,6-2021-MA,MA,Rain-Light
2021,6,6-2021-NY,NY,Rain-Light
2021,6,6-2021-PA,PA,Rain-Light
2021,6,6-2021-TN,TN,Rain-Light
2021,6,6-2021-TX,TX,Rain-Light
2021,6,6-2021-WA,WA,Rain-Light
2021,7,7-2021-AZ,AZ,Rain-Light
2021,7,7-2021-CA,CA,Fog-Severe
2021,7,7-2021-CO,CO,Rain-Light
2021,7,7-2021-FL,FL,Rain-Light
2021,7,7-2021-GA,GA,Rain-Light
2021,7,7-2021-IL,IL,Rain-Light
2021,7,7-2021-MA,MA,Rain-Light
2021,7,7-2021-NY,NY,Rain-Light
2021,7,7-2021-PA,PA,Rain-Light
2021,7,7-2021-TN,TN,Fog-Severe
2021,7,7-2021-TX,TX,Rain-Light
2021,7,7-2021-WA,WA,Fog-Moderate
2021,8,8-2021-AZ,AZ,Rain-Light
2021,8,8-2021-CA,CA,Fog-Moderate
2021,8,8-2021-CO,CO,Rain-Light
2021,8,8-2021-FL,FL,Rain-Light
2021,8,8-2021-GA,GA,Rain-Light
2021,8,8-2021-IL,IL,Rain-Light
2021,8,8-2021-MA,MA,Rain-Light
2021,8,8-2021-NY,NY,Rain-Light
2021,8,8-2021-PA,PA,Rain-Light
2021,8,8-2021-TN,TN,Fog-Severe
2021,8,8-2021-TX,TX,Rain-Light
2021,8,8-2021-WA,WA,Fog-Moderate
2021,9,9-2021-AZ,AZ,Rain-Light
2021,9,9-2021-CA,CA,Fog-Moderate
2021,9,9-2021-CO,CO,Rain-Light
2021,9,9-2021-FL,FL,Rain-Light
2021,9,9-2021-GA,GA,Rain-Light
2021,9,9-2021-IL,IL,Rain-Light
2021,9,9-2021-MA,MA,Rain-Light
2021,9,9-2021-NY,NY,Rain-Light
2021,9,9-2021-PA,PA,Rain-Light
2021,9,9-2021-TN,TN,Fog-Severe
2021,9,9-2021-TX,TX,Rain-Light
2021,9,9-2021-WA,WA,Rain-Light
2021,10,10-2021-AZ,AZ,Fog-Moderate
2021,10,10-2021-CA,CA,Rain-Light
2021,10,10-2021-CO,CO,Rain-Light
2021,10,10-2021-FL,FL,Rain-Light
2021,10,10-2021-GA,GA,Rain-Light
2021,10,10-2021-IL,IL,Rain-Light
2021,10,10-2021-MA,MA,Rain-Light
2021,10,10-2021-NY,NY,Rain-Light
2021,10,10-2021-PA,PA,Rain-Light
2021,10,10-2021-TN,TN,Fog-Severe
2021,10,10-2021-TX,TX,Rain-Light
2021,10,10-2021-WA,WA,Rain-Light
2021,11,11-2021-AZ,AZ,Fog-Moderate
2021,11,11-2021-CA,CA,Fog-Severe
2021,11,11-2021-CO,CO,Snow-Light
2021,11,11-2021-FL,FL,Rain-Light
2021,11,11-2021-GA,GA,Rain-Light
2021,11,11-2021-IL,IL,Rain-Light
2021,11,11-2021-MA,MA,Rain-Light
2021,11,11-2021-NY,NY,Rain-Light
2021,11,11-2021-PA,PA,Rain-Light
2021,11,11-2021-TN,TN,Fog-Severe
2021,11,11-2021-TX,TX,Rain-Light
2021,11,11-2021-WA,WA,Rain-Light
2021,12,12-2021-AZ,AZ,Rain-Light
2021,12,12-2021-CA,CA,Rain-Light
2021,12,12-2021-CO,CO,Snow-Light
2021,12,12-2021-FL,FL,Fog-Severe
2021,12,12-2021-GA,GA,Rain-Light
2021,12,12-2021-IL,IL,Rain-Light
2021,12,12-2021-MA,MA,Rain-Light
2021,12,12-2021-NY,NY,Rain-Light
2021,12,12-2021-PA,PA,Rain-Light
2021,12,12-2021-TN,TN,Fog-Severe
2021,12,12-2021-TX,TX,Fog-Severe
2021,12,12-2021-WA,WA,Rain-Light
